Session_ID,User_ID,Date,Traffic_Source,Page,Device,Country,New_or_Returning,Session_Duration_Min,Pages_Per_Session,Bounce_Rate,Goal_Completions,Conversion_Rate
S107030,U11646,2026-01-24,Social Media,Blog,Mobile,India,New,12.87,8.2,38.22,1,100
S109200,U15511,2026-01-24,Referral,Blog,Desktop,India,New,8.43,4.5,53.57,1,100
S105455,U12965,2026-01-24,Direct,Contact Us,Desktop,India,New,9.72,6.4,36.23,1,100
S102198,U14600,2026-01-24,Paid Search,Products,Tablet,USA,Returning,2.15,1.0,66.39,0,0
S103818,U11443,2026-01-24,Referral,Contact Us,Desktop,India,Returning,5.46,5.2,57.88,0,0
S100336,U12870,2026-01-24,Paid Search,Product Details,Tablet,India,New,1.39,1.1,77.7,0,0
S100345,U11301,2026-01-24,Direct,About Us,Mobile,India,Returning,7.18,5.4,56.02,0,0
S104208,U15356,2026-01-24,Paid Search,Services,Desktop,India,Returning,7.61,3.8,64.13,0,0
S102807,U13805,2026-01-24,Organic Search,Home,Mobile,India,New,7.48,6.3,32.63,1,100
S101318,U10386,2026-01-24,Organic Search,Blog,Mobile,India,Returning,6.31,5.0,46.58,0,0
S100704,U11857,2026-01-25,Direct,Home,Tablet,India,Returning,1.17,1.8,74.02,0,0
S106510,U15291,2026-01-25,Paid Search,About Us,Desktop,USA,New,6.84,4.4,50.91,0,0
S109187,U12919,2026-01-25,Social Media,Products,Mobile,USA,Returning,14.09,8.9,33.33,0,0
S100800,U13776,2026-01-25,Referral,Pricing,Mobile,Canada,New,4.44,1.8,53.09,0,0
S105545,U13476,2026-01-25,Organic Search,Products,Desktop,India,New,3.59,5.5,52.57,0,0
S101488,U12052,2026-01-25,Paid Search,Services,Desktop,Canada,New,6.12,4.1,60.93,0,0
S108315,U14403,2026-01-25,Referral,Pricing,Mobile,India,New,2.91,2.2,80.55,0,0
S106631,U10372,2026-01-25,Organic Search,About Us,Desktop,India,New,5.1,5.0,69.48,0,0
S105577,U14736,2026-01-25,Organic Search,Checkout,Tablet,India,Returning,4.56,3.7,59.62,0,0
S103026,U12650,2026-01-25,Direct,FAQ,Mobile,USA,New,2.65,2.1,54.87,0,0
S103094,U12975,2026-01-25,Social Media,Contact Us,Desktop,USA,Returning,0.62,1.1,76.95,0,0
S103208,U10875,2026-01-25,Organic Search,Home,Mobile,India,New,6.32,4.3,57.39,0,0
S101468,U14689,2026-01-25,Social Media,Blog,Desktop,India,Returning,2.14,2.2,62.57,0,0
S101126,U11620,2026-01-25,Organic Search,Pricing,Desktop,India,New,12.85,8.1,32.54,0,0
S106492,U13951,2026-01-25,Organic Search,Product Details,Desktop,USA,Returning,3.61,1.9,81.46,0,0
S107721,U11034,2026-01-25,Paid Search,Services,Desktop,India,New,2.02,1.8,79.04,0,0
S104943,U13491,2026-01-25,Paid Search,Checkout,Desktop,USA,New,3.53,5.2,58.49,0,0
S103777,U15778,2026-01-25,Referral,Product Details,Desktop,India,New,10.24,6.7,48.05,0,0
S100338,U13792,2026-01-25,Social Media,Products,Mobile,Australia,New,5.61,4.2,53.92,0,0
S105814,U10328,2026-01-25,Organic Search,Services,Tablet,India,New,2.72,2.7,59.01,0,0
S103389,U12244,2026-01-25,Direct,Home,Mobile,India,New,2.86,3.5,79.23,0,0
S108951,U11281,2026-01-25,Paid Search,About Us,Mobile,UK,New,1.41,1.5,71.02,0,0
S108003,U10535,2026-01-25,Organic Search,Home,Desktop,India,New,2.31,4.3,62.2,0,0
S105846,U10143,2026-01-25,Referral,Product Details,Desktop,India,New,7.93,5.8,53.07,0,0
S102642,U13268,2026-01-25,Organic Search,Home,Mobile,UK,Returning,10.09,8.2,51.3,1,100
S107516,U11991,2026-01-25,Referral,Product Details,Mobile,India,New,7.2,5.9,60.99,0,0
S109458,U12807,2026-01-25,Paid Search,Blog,Mobile,India,New,6.71,5.2,51.78,0,0
S108641,U11174,2026-01-25,Direct,Product Details,Mobile,India,Returning,9.5,6.6,35.31,0,0
S100045,U11529,2026-01-25,Paid Search,Blog,Desktop,UK,New,2.14,3.3,57.72,0,0
S109880,U12270,2026-01-25,Paid Search,Home,Mobile,India,Returning,0.79,1.7,60.18,0,0
S102122,U13666,2026-01-25,Organic Search,Contact Us,Mobile,India,New,4.01,2.7,58.73,0,0
S101033,U11494,2026-01-25,Referral,Pricing,Desktop,India,Returning,9.37,6.8,44.91,0,0
S102172,U10530,2026-01-25,Social Media,Contact Us,Tablet,India,New,3.44,1.8,64.84,0,0
S107797,U14152,2026-01-25,Referral,Contact Us,Tablet,India,Returning,5.18,3.6,59.41,0,0
S102241,U13193,2026-01-25,Social Media,Services,Desktop,UK,New,6.42,4.0,57.81,0,0
S104516,U12452,2026-01-25,Organic Search,Pricing,Mobile,India,New,9.31,7.4,46.94,0,0
S107639,U12580,2026-01-25,Paid Search,Services,Desktop,India,New,3.13,2.4,64.06,0,0
S105980,U13355,2026-01-25,Referral,Product Details,Desktop,India,New,0.64,1.0,80.74,0,0
S104423,U13564,2026-01-25,Organic Search,Home,Desktop,India,New,3.75,3.9,68.94,0,0
S101138,U13678,2026-01-25,Organic Search,Home,Mobile,India,New,8.19,5.7,53.66,0,0
S106065,U16174,2026-01-25,Social Media,Product Details,Mobile,Australia,Returning,5.15,4.7,46.3,0,0
S107725,U12700,2026-01-25,Social Media,Home,Mobile,India,New,1.86,2.0,59.56,0,0
S101123,U12061,2026-01-25,Direct,Home,Desktop,UK,New,6.2,3.4,69.52,0,0
S102532,U13352,2026-01-25,Direct,Blog,Mobile,UK,New,3.5,3.2,75.24,0,0
S100924,U14301,2026-01-25,Social Media,Checkout,Desktop,India,Returning,9.74,7.3,38.17,0,0
S106304,U13097,2026-01-25,Organic Search,Services,Desktop,UK,New,2.93,4.1,56.9,1,100
S105676,U11944,2026-01-25,Paid Search,Product Details,Tablet,India,New,1.68,1.9,61.56,0,0
S102724,U15373,2026-01-25,Direct,Home,Desktop,UK,New,7.15,4.2,54.53,0,0
S105159,U13631,2026-01-25,Paid Search,Blog,Desktop,Canada,New,0.98,1.9,56.91,0,0
S108531,U16355,2026-01-25,Paid Search,Blog,Mobile,India,Returning,3.27,2.9,65.92,0,0
S105064,U10925,2026-01-25,Paid Search,Home,Mobile,India,New,9.78,7.0,37.9,0,0
S109072,U14201,2026-01-25,Direct,Checkout,Desktop,Canada,New,3.26,3.3,58.67,0,0
S103659,U14414,2026-01-25,Paid Search,Pricing,Mobile,USA,New,11.09,7.2,46.92,1,100
S102786,U10164,2026-01-25,Paid Search,Blog,Mobile,USA,Returning,4.41,4.9,50.52,0,0
S106354,U11357,2026-01-25,Paid Search,About Us,Desktop,India,New,9.23,4.1,56.57,0,0
S108140,U14573,2026-01-25,Direct,About Us,Mobile,India,Returning,3.05,2.9,80.35,0,0
S101832,U11717,2026-01-25,Organic Search,Blog,Mobile,USA,New,4.68,3.1,55.83,0,0
S108066,U11675,2026-01-25,Social Media,FAQ,Mobile,India,New,8.58,6.6,59.99,0,0
S101911,U15127,2026-01-25,Organic Search,Home,Desktop,India,New,3.39,2.5,69.38,0,0
S105191,U15553,2026-01-26,Direct,Home,Mobile,India,Returning,3.68,4.3,59.05,0,0
S100596,U12083,2026-01-26,Organic Search,Home,Desktop,India,New,8.33,5.8,55.75,0,0
S102522,U15017,2026-01-26,Referral,Services,Tablet,Australia,New,4.96,4.7,61.38,0,0
S103409,U15346,2026-01-26,Direct,Home,Mobile,India,Returning,4.58,5.1,46.18,0,0
S100387,U11070,2026-01-26,Paid Search,Blog,Desktop,USA,New,9.0,3.9,54.23,0,0
S108874,U16031,2026-01-26,Paid Search,Products,Tablet,UK,Returning,3.67,2.7,61.76,0,0
S101785,U11561,2026-01-26,Organic Search,About Us,Mobile,India,New,4.05,3.5,67.97,0,0
S103202,U15933,2026-01-26,Paid Search,Home,Mobile,Australia,Returning,5.98,5.0,48.74,0,0
S109670,U15907,2026-01-26,Organic Search,Checkout,Tablet,India,New,4.25,3.7,55.74,0,0
S102360,U11389,2026-01-26,Paid Search,Blog,Mobile,India,Returning,11.17,7.4,49.66,0,0
S108841,U15420,2026-01-26,Referral,Products,Desktop,Australia,New,4.04,2.1,67.7,1,100
S101712,U10964,2026-01-26,Paid Search,Pricing,Mobile,USA,New,3.26,2.3,84.87,0,0
S107696,U10061,2026-01-26,Paid Search,Product Details,Mobile,India,Returning,7.46,5.6,49.02,1,100
S104337,U13277,2026-01-26,Direct,Services,Desktop,India,New,4.79,6.6,49.69,1,100
S102310,U11199,2026-01-26,Organic Search,Products,Desktop,Canada,Returning,0.54,1.0,58.28,0,0
S107278,U14477,2026-01-26,Direct,Blog,Desktop,UK,New,3.73,2.8,56.8,0,0
S107775,U10617,2026-01-26,Referral,Products,Desktop,Australia,New,4.62,1.7,69.38,0,0
S107735,U16355,2026-01-26,Organic Search,Pricing,Tablet,India,New,3.78,1.0,66.28,0,0
S104445,U11284,2026-01-26,Organic Search,Product Details,Tablet,India,New,4.23,5.0,54.16,0,0
S105267,U13121,2026-01-26,Social Media,Pricing,Mobile,India,New,4.19,4.8,53.66,1,100
S103757,U15201,2026-01-26,Organic Search,Products,Desktop,Canada,Returning,5.11,2.9,54.21,1,100
S103956,U14960,2026-01-26,Organic Search,About Us,Tablet,USA,New,15.29,10.1,28.86,0,0
S103070,U15175,2026-01-26,Organic Search,Pricing,Mobile,India,New,1.85,2.4,67.19,0,0
S108568,U11962,2026-01-26,Organic Search,Home,Mobile,India,New,3.89,1.9,48.98,0,0
S104955,U10860,2026-01-26,Referral,Home,Mobile,USA,Returning,10.92,8.8,46.0,0,0
S102713,U14350,2026-01-26,Paid Search,Products,Desktop,Australia,New,5.33,3.4,64.32,0,0
S108259,U14315,2026-01-26,Referral,Blog,Desktop,Australia,Returning,3.42,3.0,75.05,0,0
S109687,U15017,2026-01-26,Social Media,Pricing,Desktop,India,New,5.22,2.6,65.49,0,0
S103313,U15374,2026-01-26,Social Media,Pricing,Mobile,India,New,4.06,1.9,72.11,0,0
S108263,U14759,2026-01-26,Referral,Home,Tablet,India,New,6.53,5.5,52.86,0,0
S108035,U10963,2026-01-26,Direct,Products,Mobile,India,New,3.89,2.8,79.6,0,0
S108958,U10525,2026-01-26,Organic Search,About Us,Mobile,India,New,5.39,2.9,52.82,0,0
S103686,U10019,2026-01-26,Organic Search,Home,Desktop,India,New,5.35,3.5,65.28,0,0
S109675,U11097,2026-01-26,Social Media,FAQ,Desktop,India,New,1.94,2.9,73.57,0,0
S102773,U12709,2026-01-26,Paid Search,Home,Mobile,Australia,Returning,9.99,6.6,47.35,0,0
S108090,U14231,2026-01-26,Organic Search,Blog,Mobile,Canada,Returning,12.5,9.1,28.12,0,0
S108947,U11608,2026-01-26,Organic Search,Home,Mobile,UK,Returning,3.43,1.6,78.76,0,0
S107515,U12550,2026-01-26,Organic Search,Services,Mobile,India,New,1.35,2.3,74.13,0,0
S105385,U14252,2026-01-26,Organic Search,Blog,Mobile,India,New,6.68,3.5,49.71,0,0
S104792,U13698,2026-01-26,Referral,Checkout,Desktop,USA,New,6.09,4.2,67.01,0,0
S103930,U16208,2026-01-26,Paid Search,Home,Desktop,India,New,1.15,2.5,71.11,0,0
S107527,U15070,2026-01-26,Paid Search,Home,Desktop,India,New,5.12,4.6,45.73,0,0
S103953,U14762,2026-01-26,Direct,Pricing,Mobile,India,New,2.94,2.9,68.95,0,0
S103569,U15424,2026-01-26,Direct,Home,Mobile,India,New,1.57,1.7,59.55,0,0
S102566,U10067,2026-01-26,Organic Search,FAQ,Desktop,India,New,4.58,3.3,52.59,0,0
S104873,U10154,2026-01-26,Social Media,Product Details,Mobile,Australia,Returning,15.15,11.2,21.1,1,100
S103277,U14733,2026-01-26,Organic Search,Pricing,Mobile,Canada,New,5.58,3.9,63.45,0,0
S103310,U14543,2026-01-26,Referral,Pricing,Tablet,India,New,6.98,6.4,39.75,0,0
S101301,U14022,2026-01-26,Organic Search,FAQ,Mobile,USA,New,5.42,3.6,48.47,0,0
S106405,U12075,2026-01-26,Paid Search,Products,Mobile,Australia,New,6.52,5.4,49.74,0,0
S105851,U12432,2026-01-26,Organic Search,Home,Mobile,India,New,7.29,4.3,68.13,0,0
S101319,U13282,2026-01-26,Paid Search,Home,Desktop,India,New,3.73,2.5,61.27,0,0
S106078,U15558,2026-01-26,Social Media,Home,Mobile,India,New,5.81,5.0,62.01,1,100
S106066,U15899,2026-01-26,Paid Search,About Us,Tablet,India,New,0.88,2.1,76.37,0,0
S105737,U15510,2026-01-26,Organic Search,FAQ,Mobile,UK,Returning,2.46,2.9,57.94,0,0
S105728,U16489,2026-01-26,Organic Search,Checkout,Mobile,India,Returning,8.24,6.8,49.62,1,100
S100871,U10674,2026-01-26,Social Media,Blog,Desktop,USA,New,2.24,1.2,73.86,0,0
S101339,U14381,2026-01-26,Organic Search,Blog,Mobile,India,New,10.69,6.4,45.96,0,0
S109397,U13789,2026-01-26,Direct,Products,Desktop,USA,Returning,3.54,3.3,60.12,0,0
S100623,U11123,2026-01-26,Paid Search,Home,Desktop,Australia,New,1.64,2.1,64.7,0,0
S101422,U12539,2026-01-26,Referral,Blog,Mobile,Australia,Returning,4.61,3.2,65.13,0,0
S106800,U13619,2026-01-26,Referral,Services,Tablet,India,Returning,9.06,5.6,42.48,0,0
S106275,U12807,2026-01-26,Referral,Blog,Mobile,India,New,5.83,2.9,60.92,0,0
S105962,U12960,2026-01-26,Organic Search,Product Details,Mobile,USA,Returning,4.07,3.8,71.65,0,0
S105447,U13472,2026-01-27,Organic Search,Products,Desktop,UK,Returning,2.51,1.9,73.77,0,0
S105975,U13082,2026-01-27,Referral,Home,Mobile,India,Returning,1.96,2.1,53.44,0,0
S103641,U15944,2026-01-27,Referral,Blog,Mobile,USA,Returning,1.76,3.1,72.54,0,0
S102078,U10716,2026-01-27,Organic Search,Pricing,Mobile,India,New,2.12,1.0,74.69,0,0
S104738,U13855,2026-01-27,Social Media,Home,Mobile,UK,New,2.86,3.6,59.15,0,0
S107196,U14392,2026-01-27,Referral,Contact Us,Mobile,India,New,3.36,3.6,54.07,0,0
S106291,U11107,2026-01-27,Direct,FAQ,Tablet,India,New,3.63,3.9,66.67,0,0
S107614,U13780,2026-01-27,Organic Search,Services,Mobile,USA,New,1.92,1.4,80.07,1,100
S106283,U13342,2026-01-27,Direct,Blog,Mobile,India,New,2.23,2.4,65.75,0,0
S101568,U10061,2026-01-27,Organic Search,Services,Mobile,Canada,Returning,2.21,2.2,70.7,0,0
S103090,U10542,2026-01-27,Organic Search,Home,Mobile,India,New,6.06,3.5,57.65,0,0
S104880,U16164,2026-01-27,Referral,Blog,Mobile,UK,Returning,1.75,1.8,63.9,0,0
S104785,U14409,2026-01-27,Social Media,About Us,Mobile,India,New,3.2,2.6,76.38,0,0
S101168,U10078,2026-01-27,Direct,Product Details,Desktop,USA,Returning,7.7,4.2,44.36,0,0
S105666,U12012,2026-01-27,Social Media,Pricing,Tablet,USA,New,3.74,5.4,48.58,0,0
S103009,U14970,2026-01-27,Direct,Pricing,Mobile,UK,Returning,5.95,5.7,54.06,0,0
S108225,U12831,2026-01-27,Organic Search,Services,Mobile,India,New,7.46,6.3,49.79,0,0
S105677,U16060,2026-01-27,Organic Search,Services,Desktop,India,New,0.54,2.3,67.75,0,0
S101377,U10769,2026-01-27,Organic Search,Product Details,Tablet,India,New,11.82,7.6,48.23,1,100
S109303,U11130,2026-01-27,Direct,Home,Mobile,USA,Returning,2.1,2.1,69.56,0,0
S107249,U16035,2026-01-27,Paid Search,Blog,Mobile,India,Returning,8.71,6.7,45.59,0,0
S109042,U13498,2026-01-27,Organic Search,Blog,Desktop,India,New,5.71,3.5,63.25,0,0
S101341,U15099,2026-01-27,Organic Search,Products,Desktop,Australia,Returning,6.31,6.4,39.75,0,0
S105072,U15716,2026-01-27,Organic Search,Product Details,Desktop,UK,New,4.14,2.8,55.68,0,0
S109316,U14493,2026-01-27,Direct,FAQ,Desktop,India,New,7.03,6.5,41.0,0,0
S105040,U15669,2026-01-27,Organic Search,Product Details,Desktop,India,New,1.18,2.6,93.1,0,0
S101890,U14827,2026-01-27,Paid Search,Home,Desktop,Canada,New,0.74,2.1,70.55,0,0
S103250,U13063,2026-01-27,Social Media,Checkout,Mobile,USA,New,4.88,4.6,58.85,1,100
S109901,U13096,2026-01-27,Paid Search,Home,Mobile,India,New,4.27,2.5,64.36,0,0
S108405,U14303,2026-01-27,Organic Search,Product Details,Desktop,India,New,5.31,4.3,52.55,0,0
S108153,U14978,2026-01-27,Direct,Services,Desktop,USA,New,1.1,1.2,57.29,0,0
S108965,U12203,2026-01-27,Organic Search,Home,Mobile,India,Returning,1.43,1.6,60.38,0,0
S105470,U16048,2026-01-27,Paid Search,Services,Desktop,USA,Returning,5.85,4.4,57.26,0,0
S103337,U14655,2026-01-27,Organic Search,Services,Desktop,India,New,7.03,5.0,61.43,0,0
S109409,U13288,2026-01-27,Direct,Home,Desktop,India,New,4.29,1.7,65.94,0,0
S101536,U14125,2026-01-27,Paid Search,Blog,Mobile,India,New,5.57,5.8,58.09,0,0
S106127,U13517,2026-01-27,Organic Search,FAQ,Mobile,Canada,New,3.34,1.9,62.81,0,0
S104360,U13513,2026-01-27,Direct,Services,Mobile,India,Returning,15.21,10.4,25.95,0,0
S104271,U12065,2026-01-27,Paid Search,FAQ,Desktop,India,New,8.84,6.4,57.78,0,0
S104092,U13702,2026-01-27,Paid Search,Checkout,Desktop,USA,New,3.52,3.6,53.58,0,0
S104332,U13997,2026-01-27,Paid Search,Contact Us,Mobile,India,New,3.66,1.8,65.64,1,100
S107782,U13082,2026-01-27,Organic Search,Pricing,Desktop,India,Returning,4.78,2.6,57.2,0,0
S105509,U12218,2026-01-27,Organic Search,Contact Us,Mobile,India,New,2.75,2.1,78.39,0,0
S101063,U12871,2026-01-27,Social Media,Home,Desktop,India,New,6.41,4.1,49.63,0,0
S105543,U14750,2026-01-27,Paid Search,Pricing,Mobile,India,New,7.56,5.7,46.98,1,100
S106023,U12118,2026-01-27,Paid Search,Services,Mobile,UK,New,2.1,2.4,70.09,0,0
S107743,U11068,2026-01-27,Organic Search,FAQ,Tablet,India,New,4.29,3.1,53.43,0,0
S106083,U10615,2026-01-27,Referral,About Us,Desktop,India,New,6.42,5.3,57.69,0,0
S103695,U16049,2026-01-28,Paid Search,FAQ,Desktop,India,New,4.01,4.4,51.22,0,0
S103435,U10896,2026-01-28,Organic Search,Pricing,Mobile,India,New,4.66,2.4,58.11,0,0
S102110,U12170,2026-01-28,Paid Search,FAQ,Mobile,India,New,7.75,8.2,33.27,0,0
S100776,U13638,2026-01-28,Organic Search,Products,Mobile,India,Returning,2.79,2.7,58.48,0,0
S106079,U10732,2026-01-28,Social Media,Product Details,Desktop,Canada,New,11.29,5.5,66.36,0,0
S104782,U11538,2026-01-28,Organic Search,Products,Tablet,Canada,New,10.7,6.2,45.33,0,0
S105259,U12799,2026-01-28,Social Media,Home,Mobile,Australia,New,2.84,3.3,57.7,0,0
S105865,U11289,2026-01-28,Organic Search,Products,Desktop,India,New,3.62,4.4,38.73,0,0
S105099,U14718,2026-01-28,Direct,Home,Tablet,Canada,Returning,2.18,3.4,65.3,0,0
S100144,U15582,2026-01-28,Organic Search,Blog,Mobile,India,New,5.1,4.7,63.46,0,0
S103408,U12773,2026-01-28,Direct,FAQ,Desktop,India,New,1.61,1.8,81.22,0,0
S105727,U10187,2026-01-28,Direct,Product Details,Mobile,Canada,Returning,17.75,12.8,11.47,1,100
S109698,U13953,2026-01-28,Direct,Home,Mobile,India,Returning,4.62,5.3,58.19,1,100
S105519,U15687,2026-01-28,Organic Search,Home,Mobile,India,New,2.3,2.0,79.68,0,0
S109171,U11309,2026-01-28,Direct,Home,Desktop,India,Returning,5.27,3.4,65.5,0,0
S108733,U11165,2026-01-28,Organic Search,Pricing,Desktop,UK,New,5.44,2.4,66.29,1,100
S103502,U11905,2026-01-28,Paid Search,Products,Mobile,UK,Returning,0.62,1.8,72.05,0,0
S108407,U10165,2026-01-28,Organic Search,Home,Mobile,India,Returning,6.07,3.9,62.42,0,0
S107404,U13198,2026-01-28,Referral,Checkout,Desktop,India,Returning,2.94,4.5,53.02,0,0
S105758,U11758,2026-01-28,Direct,Contact Us,Desktop,India,Returning,4.55,5.2,68.65,1,100
S107410,U13554,2026-01-28,Organic Search,Product Details,Desktop,India,Returning,2.58,4.5,57.52,0,0
S106708,U15206,2026-01-28,Social Media,FAQ,Mobile,USA,Returning,2.69,2.3,75.46,0,0
S100766,U15652,2026-01-28,Organic Search,Home,Tablet,Australia,New,3.71,3.3,53.35,0,0
S104141,U10818,2026-01-28,Referral,Product Details,Desktop,India,New,2.8,3.1,74.93,0,0
S109427,U11123,2026-01-28,Referral,Product Details,Mobile,India,New,6.43,5.8,41.51,0,0
S101675,U13811,2026-01-28,Paid Search,Services,Desktop,Canada,Returning,3.78,2.7,70.99,0,0
S100975,U14144,2026-01-28,Social Media,Products,Mobile,India,New,1.91,3.2,68.01,0,0
S106216,U14199,2026-01-28,Organic Search,Services,Desktop,Australia,New,3.98,1.7,52.16,0,0
S100729,U13710,2026-01-28,Direct,Blog,Mobile,Canada,New,3.81,3.1,49.78,0,0
S106254,U13963,2026-01-28,Social Media,About Us,Mobile,India,New,6.42,4.7,59.3,0,0
S107097,U15234,2026-01-28,Referral,Blog,Mobile,UK,New,8.5,6.8,48.19,1,100
S102329,U15407,2026-01-28,Referral,Home,Mobile,USA,New,3.78,3.4,55.5,0,0
S105556,U16310,2026-01-28,Referral,Product Details,Desktop,USA,Returning,2.1,1.5,63.29,0,0
S105286,U16203,2026-01-28,Direct,FAQ,Mobile,India,Returning,3.54,2.8,57.45,0,0
S105932,U15389,2026-01-28,Organic Search,Product Details,Desktop,UK,New,3.97,4.9,54.26,0,0
S104174,U15002,2026-01-28,Paid Search,Contact Us,Mobile,India,New,2.72,3.3,69.57,0,0
S103813,U13220,2026-01-28,Paid Search,Products,Desktop,USA,Returning,6.89,5.9,52.37,1,100
S103086,U14502,2026-01-28,Social Media,Services,Mobile,India,New,9.55,7.4,43.52,0,0
S103526,U14494,2026-01-28,Paid Search,Blog,Desktop,India,Returning,1.66,2.6,66.63,0,0
S102193,U11526,2026-01-28,Organic Search,Services,Tablet,Australia,New,0.82,1.0,75.33,0,0
S105185,U12978,2026-01-28,Organic Search,Blog,Mobile,Canada,Returning,3.01,4.2,52.87,0,0
S102711,U11885,2026-01-28,Paid Search,About Us,Mobile,USA,New,0.87,1.0,59.81,0,0
S100686,U13302,2026-01-28,Paid Search,About Us,Desktop,India,New,4.35,4.0,59.03,0,0
S101201,U15766,2026-01-28,Direct,Blog,Desktop,UK,New,6.88,6.2,52.53,0,0
S105192,U14341,2026-01-28,Social Media,Home,Tablet,Canada,New,1.73,1.3,54.0,0,0
S101696,U12625,2026-01-29,Direct,About Us,Mobile,India,New,2.99,3.7,53.97,0,0
S107394,U12221,2026-01-29,Organic Search,Checkout,Desktop,India,Returning,6.07,4.6,63.6,0,0
S101718,U10939,2026-01-29,Organic Search,Home,Mobile,UK,New,2.39,2.7,78.0,0,0
S103338,U16064,2026-01-29,Referral,FAQ,Mobile,India,New,1.21,2.8,77.53,0,0
S104091,U11051,2026-01-29,Organic Search,Blog,Desktop,India,New,2.6,1.1,64.98,0,0
S107077,U11542,2026-01-29,Direct,Checkout,Desktop,UK,Returning,2.44,1.7,72.57,0,0
S103138,U12098,2026-01-29,Social Media,About Us,Mobile,USA,New,4.06,2.4,77.6,0,0
S104947,U14463,2026-01-29,Referral,Home,Desktop,India,Returning,2.11,1.0,75.9,0,0
S100372,U14894,2026-01-29,Organic Search,Product Details,Mobile,India,New,0.32,1.6,69.89,1,100
S102456,U13180,2026-01-29,Referral,Services,Desktop,Australia,New,1.46,3.9,65.87,0,0
S107084,U14244,2026-01-29,Direct,Home,Desktop,India,New,10.01,8.8,33.68,0,0
S109244,U11453,2026-01-29,Direct,Home,Tablet,Canada,New,2.92,2.6,62.28,0,0
S101740,U12801,2026-01-29,Social Media,FAQ,Desktop,India,Returning,3.33,1.6,67.73,0,0
S107291,U10143,2026-01-29,Referral,Home,Desktop,India,New,2.73,1.4,77.94,0,0
S105329,U12973,2026-01-29,Paid Search,About Us,Mobile,India,Returning,3.5,2.3,74.45,0,0
S100604,U10115,2026-01-29,Referral,Home,Tablet,Australia,New,7.18,4.4,53.15,0,0
S103403,U15570,2026-01-29,Social Media,Pricing,Desktop,India,Returning,9.28,4.8,66.28,0,0
S105645,U11084,2026-01-29,Referral,Blog,Desktop,India,New,8.1,6.3,45.81,0,0
S107361,U10325,2026-01-29,Direct,Services,Desktop,Australia,New,2.88,2.5,53.96,0,0
S109312,U11791,2026-01-29,Direct,Products,Mobile,India,New,9.01,5.7,66.9,0,0
S105656,U13295,2026-01-29,Direct,Blog,Desktop,USA,New,3.17,2.6,63.19,0,0
S102497,U13684,2026-01-29,Organic Search,Home,Mobile,Canada,Returning,7.18,4.6,48.72,0,0
S102426,U14147,2026-01-29,Social Media,Home,Desktop,USA,Returning,3.75,3.2,64.87,0,0
S106101,U11450,2026-01-29,Direct,Checkout,Mobile,India,New,7.46,6.5,53.63,1,100
S109114,U14355,2026-01-29,Paid Search,Products,Mobile,India,Returning,7.76,5.0,45.83,1,100
S108451,U13130,2026-01-29,Social Media,Checkout,Mobile,India,Returning,4.45,4.1,61.21,0,0
S109240,U14158,2026-01-29,Referral,Products,Desktop,USA,Returning,14.73,9.4,33.48,0,0
S100911,U14893,2026-01-29,Organic Search,Checkout,Mobile,India,Returning,6.2,6.4,49.61,1,100
S107897,U15995,2026-01-29,Organic Search,Contact Us,Desktop,India,Returning,4.98,3.8,51.17,0,0
S102156,U15632,2026-01-29,Paid Search,Checkout,Mobile,India,New,3.06,3.9,64.07,0,0
S102159,U12383,2026-01-29,Social Media,About Us,Desktop,USA,Returning,6.19,3.0,60.08,0,0
S100734,U10895,2026-01-29,Referral,Home,Mobile,India,New,4.19,3.4,61.21,0,0
S101937,U15070,2026-01-29,Organic Search,Services,Mobile,India,Returning,10.12,6.2,37.46,0,0
S109982,U10210,2026-01-29,Paid Search,Products,Desktop,India,Returning,1.79,2.1,68.24,0,0
S109264,U14653,2026-01-29,Social Media,About Us,Desktop,India,Returning,3.43,4.5,62.47,0,0
S109182,U15876,2026-01-29,Organic Search,Home,Desktop,USA,Returning,9.28,5.6,57.87,1,100
S107900,U13427,2026-01-29,Direct,Services,Desktop,Canada,New,6.73,6.1,34.64,0,0
S106776,U13638,2026-01-29,Referral,Blog,Desktop,USA,New,4.43,2.5,51.84,0,0
S104643,U12799,2026-01-29,Direct,Product Details,Mobile,India,New,3.49,3.2,61.69,0,0
S104841,U14665,2026-01-29,Organic Search,Home,Mobile,UK,New,9.18,6.3,54.78,0,0
S108851,U12729,2026-01-29,Organic Search,Products,Mobile,India,New,3.69,3.2,62.81,0,0
S104384,U15940,2026-01-29,Direct,About Us,Desktop,India,Returning,10.33,6.5,50.39,0,0
S107488,U15455,2026-01-29,Direct,Contact Us,Desktop,India,Returning,7.82,5.3,44.58,0,0
S107991,U15191,2026-01-29,Referral,Products,Mobile,USA,New,14.96,8.1,28.1,0,0
S104498,U14445,2026-01-29,Organic Search,Pricing,Mobile,Canada,New,2.58,3.9,53.3,0,0
S101955,U15627,2026-01-29,Social Media,Product Details,Tablet,UK,New,9.46,4.5,58.4,0,0
S107681,U11911,2026-01-29,Organic Search,Product Details,Mobile,Canada,New,1.24,1.7,52.74,0,0
S102390,U13849,2026-01-29,Paid Search,Blog,Tablet,Australia,Returning,6.6,5.7,51.8,0,0
S102853,U13089,2026-01-29,Organic Search,Services,Desktop,India,Returning,2.21,1.8,65.0,0,0
